Semana,Agencia_ID,Canal_ID,Ruta_SAK,Cliente_ID,Producto_ID,Demanda_uni_equil
9,1375,1,2006,1631115,43307,10
8,2057,1,5003,270821,45143,40
8,1419,1,2848,868475,43307,6
9,2241,1,1207,4674487,3631,1
3,1628,1,1279,4371948,1109,1
6,1629,1,1244,1352450,1182,11
6,2629,1,1260,507169,1238,1
9,1111,1,1109,28650,1212,4
7,1531,1,1269,4390375,41843,10
7,1119,1,1260,135158,41938,1
3,2012,1,1222,1575585,1238,2
7,4061,2,2589,16001,33678,10
5,1430,1,1234,1454171,43220,1
9,2071,1,1213,512463,1284,10
9,1281,6,3223,1018464,48419,5
3,2015,1,1223,1932731,1212,2
9,1914,1,1118,1304486,2425,10
6,2034,1,1156,266383,1309,2
4,1217,1,1206,4479860,1240,6
4,1535,1,2101,2208195,30551,8
4,1470,1,1283,2240838,43305,4
8,2031,1,1217,1921565,1284,10
6,2072,1,1153,1492369,1064,2
7,1224,1,1626,4457186,328,1
8,1415,1,1112,2083061,43199,0
9,1261,4,6605,4217679,3894,15
5,2034,1,2881,913828,30532,8
4,1637,1,1017,326994,1182,2
3,22414,1,2002,688947,43069,2
9,1626,1,2847,1104994,43058,1
5,2012,1,1221,2279082,41938,5
8,4010,1,2013,2497954,33672,1
9,1618,1,1255,928219,1232,1
4,1591,4,6643,41593,1232,11
3,1554,1,2102,1940352,31466,3
4,1310,1,2001,98641,43316,1
5,1116,1,1610,4643820,40217,6
3,1245,1,4414,264557,43285,3
4,2072,1,2152,4425706,31310,3
9,2235,1,2805,55311,5000,4
8,1557,1,2824,1162728,31310,4
7,2013,1,1201,1755157,35651,3
8,1616,1,2805,991035,37361,6
6,1493,4,4710,986365,30532,23
7,1420,1,1025,178800,35571,2
5,1431,1,1222,2312181,32311,6
4,1338,1,1109,204536,1284,19
5,1335,4,6606,1672265,40447,12
5,2653,1,2005,199032,43069,8
7,2090,2,7203,1782566,46876,46
3,2034,1,1141,1112996,30946,0
7,1960,11,3904,1897889,43307,10
5,1631,1,1132,8272732,1242,4
9,4040,1,1016,1479600,46876,3
9,4037,1,2103,1893058,43058,12
8,1112,1,2105,1748543,35309,5
5,1386,4,6605,700881,1240,20
9,1338,1,2109,204215,32934,4
3,1121,1,4403,4236636,43069,4
6,1611,1,1272,4573618,48421,5
7,1312,1,1118,3213713,1240,11
7,1955,1,2112,574849,32940,3
6,1224,1,1627,80036,35141,2
5,1219,1,1014,331232,1146,1
6,2215,1,1116,2430858,41938,3
8,23899,1,1122,481047,3270,2
6,1542,1,1602,2158645,30415,10
3,1613,1,4452,1545571,43307,0
3,1216,1,2109,140654,30572,14
4,24049,1,1203,2226039,1125,2
8,4049,1,2827,4608188,43307,3
3,1636,1,1112,1722244,1284,5
3,1337,1,1237,1754593,1216,1
4,4040,1,1104,463437,48579,8
9,1332,1,2852,1824104,43316,1
8,1585,4,6632,23333,31507,29
7,1330,1,1153,201631,1216,3
4,4037,1,1163,2334506,36711,1
3,1221,1,4418,60160,40886,17
6,2057,1,1263,4372076,41938,4
3,1350,1,1126,380255,35651,6
6,1279,8,3601,79020,1167,18
3,1912,1,1205,1064831,1250,2
5,1130,1,2114,4405656,30572,3
9,1347,1,2182,4603444,32940,1
7,1387,1,2813,1050566,30532,6
4,2653,1,2017,4522665,43068,20
7,1461,4,6602,1811725,43338,13
3,1310,1,2008,4569538,43285,10
6,22187,1,1260,952280,1250,3
7,1431,1,2827,4687924,37058,5
6,1550,1,1105,2421907,35651,4
8,1340,1,1253,544681,1240,4
8,1222,1,4451,35496,37569,2
3,2653,1,1245,4508096,2425,70
7,1220,1,1616,2296743,4259,0
3,1602,1,2857,4459247,30575,2
7,2044,1,1001,249978,1160,1
4,1123,1,1041,2154871,1109,1
9,1615,1,1213,654101,41938,1
6,1635,1,1117,1645970,3270,2
6,1332,1,1013,4637914,1169,4
7,3214,1,4447,1043097,43316,1
5,22187,1,1151,21733,35651,23
5,2653,1,2013,212138,43285,6
7,1336,1,2801,4585200,43316,2
4,2045,1,1156,259241,35651,3
7,2014,1,1226,2217661,31719,4
8,1111,1,1408,51712,1240,4
7,1346,1,1011,403943,43187,6
9,1632,1,1206,805975,31423,1
7,1245,1,4414,2273925,43069,0
5,2029,1,2022,385798,43147,9
9,1636,1,4407,2487732,31471,2
7,1461,1,4504,4574149,35571,1
8,2031,1,1209,504370,1284,9
7,1914,1,1104,98234,1309,8
5,22090,1,1209,1286678,1109,2
3,1119,1,1478,63320,1220,6
4,1227,1,1116,8610,1240,3
6,1347,1,2085,1843962,37058,2
7,4040,1,4471,541089,43147,3
8,22187,1,4451,228728,37058,4
7,1475,4,4709,8266558,43064,6
6,2217,1,4521,1390883,1687,1
6,2240,1,4101,2449751,9217,2
5,1550,1,1211,1050049,1240,2
7,2055,1,1053,8169597,3631,4
9,2233,1,1201,2170146,1278,5
4,1215,1,1409,200863,30946,6
4,1227,1,1255,2117558,35651,4
3,2064,11,3909,398768,31309,3
7,1315,1,1055,384597,1125,5
6,1140,1,1418,355912,1240,3
6,1130,1,1416,330878,1309,5
5,2044,1,1101,4608093,1064,4
3,2071,1,1215,2404777,1250,2
6,2261,4,6602,6119161,1250,8
6,1420,1,5501,13626,36598,4
4,1546,1,1213,509309,1242,2
8,1124,1,1109,169516,1232,1
6,1451,1,2854,2305801,32937,2
4,1470,1,1149,1069957,43204,2
7,1215,1,1422,4191874,1238,3
3,2230,1,2858,4643592,30571,5
4,1385,4,6619,1912512,1216,15
7,1219,1,1121,345218,41938,1
8,2215,1,1211,2239243,6469,4
5,3225,4,6605,1939831,30571,52
4,1215,1,1604,1078274,40217,1
5,1334,1,1222,4510544,1232,1
5,2237,1,1248,1911247,4767,2
7,1337,1,1241,2115820,1242,1
6,1347,1,2076,2396029,45111,1
4,1934,11,3920,4343561,43033,5
3,1235,1,4408,333353,43147,2
3,2644,1,1223,811992,1146,1
4,1138,1,1437,586115,1212,3
5,1347,1,1172,193458,1240,2
5,4011,11,3914,2318689,43197,10
3,1217,1,1414,1225755,1242,3
5,1615,1,1216,508906,972,3
8,1232,1,1214,482661,2665,3
8,2013,1,1224,1357518,3631,1
4,4051,1,2106,2199011,30552,1
7,1347,1,1263,1160546,2233,1
7,2034,1,1233,4527615,41843,2
6,1459,1,4505,2369868,43202,3
3,1213,1,4488,873634,43084,1
6,1459,1,1212,1960243,32323,9
3,2020,1,2815,4657886,30572,6
4,1351,1,2035,1911371,43066,1
6,1111,1,1634,49924,4259,8
5,2218,1,2014,464217,5380,8
6,1332,1,2051,1732865,37058,2
5,1312,1,1025,1308843,3144,1
3,2237,1,1251,534994,1242,2
6,2054,1,1243,241255,1309,2
9,1544,1,2808,4405607,40930,3
3,2216,1,1209,2218689,1212,1
3,2036,1,1027,3961705,31392,1
5,1470,1,1163,1456531,43203,4
8,1375,1,1203,1578691,1230,1
4,1333,1,1121,557253,1212,1
8,1445,1,2123,127422,35305,10
5,1637,1,4417,329738,43064,2
8,1912,1,2004,863037,36610,40
8,1367,4,6611,6136964,3894,15
9,1235,1,1108,2122184,47840,5
3,1310,1,2106,99862,43033,5
3,1122,1,1223,2493810,972,1
4,1441,1,1133,340825,43199,7
6,2211,1,1225,2408308,1250,9
5,2023,1,1602,4390436,36093,10
6,4062,2,2584,2390260,43134,10
5,1340,1,8051,4285669,41938,5
8,1120,1,1602,169323,35141,2
5,4049,1,1271,1679696,34213,9
6,1146,4,6611,1482437,3270,3
3,2038,1,1018,1004718,1150,1
6,2060,1,1206,1272986,1242,1
4,1126,1,1033,561605,1109,1
9,1636,1,1209,4538364,1242,12
3,2653,1,1038,4397940,1125,14
3,2214,1,1207,2195514,1212,4
9,2054,1,1235,2073662,35651,1
5,1122,1,1491,441745,1212,1
3,2239,1,2820,824828,37057,7
9,2263,1,1032,7772458,3631,1
6,1220,1,1222,1905414,1240,6
7,1315,1,1271,97523,1212,2
3,1312,1,5006,708026,44371,0
5,1334,1,1203,2453803,35651,4
3,4017,4,4801,1965397,43305,23
4,4051,1,2003,4127892,43069,11
3,2054,1,2825,985073,36610,0
7,1311,1,1256,8108355,35727,4
4,4041,1,1054,420827,1150,2
4,1332,1,1003,265110,1160,2
9,1910,11,3903,2368141,35651,78
4,1310,1,2003,99798,43040,4
5,2239,1,1265,517866,1230,2
7,2054,1,1249,4395863,1309,2
8,1217,1,1039,4130282,4910,3
4,2016,1,1069,186073,1125,0
7,3211,1,1016,1099701,1129,1
3,1616,1,1144,1183117,31720,0
7,1275,4,6610,1750684,4270,9
7,1471,1,1207,4543315,43209,4
7,1459,1,1211,145155,43207,2
5,1315,1,2162,4298788,30572,14
9,1635,1,2052,859500,43316,1
4,1970,1,1228,2349017,46085,8
5,1311,1,1258,1072313,1238,6
5,2023,1,4413,1903768,43065,10
9,2242,1,1202,1239055,3631,1
9,2263,1,2803,1478498,36610,40
9,1127,1,1415,425120,1309,10
6,2034,1,1296,9712199,1242,2
6,1139,8,3403,1140862,35141,20
7,2230,1,1242,548941,1240,4
6,1970,1,1004,2403986,1182,2
4,1955,1,4134,575405,43147,3
3,1963,1,1226,1905534,35651,3
8,2014,1,2811,4240747,32937,23
9,1970,4,6604,2498662,46085,11
4,2044,1,4415,516589,43147,2
5,1312,1,1108,3088609,1240,1
9,1232,1,1110,483702,1240,10
8,24049,1,2902,2489607,36610,40
7,2032,1,2858,2392854,43084,1
8,2057,1,1251,475216,1284,3
3,1936,1,2158,528834,36304,2
4,2043,1,1154,1179951,1250,3
3,1587,4,6637,4250977,4270,3
4,1215,1,4401,371055,48893,5
7,1911,1,1171,104869,1230,1
3,1420,1,2034,182675,43274,2
5,1635,1,2852,1991721,43069,2
3,2045,1,1152,258937,1242,2
9,1315,1,1276,1984033,3631,1
8,1222,1,1627,51345,47124,1
8,1232,1,5013,477675,4270,2
4,2213,1,2829,8390074,30552,2
3,1366,1,1154,1426319,41938,4
7,1123,1,1247,646280,1125,1
6,1625,1,1058,422230,4910,2
3,1312,1,2161,94200,31512,3
8,1954,1,1015,116343,46772,7
3,1955,1,1235,572308,1216,2
6,2017,1,1075,124733,1146,2
7,2015,1,1221,1366548,1278,5
4,4046,1,8003,1555262,43147,6
9,1212,1,2110,1573060,35309,10
5,1615,1,1017,2209588,1146,2
5,1945,1,1281,2284819,1109,1
6,1122,1,1482,530575,35651,14
3,1342,1,1108,8233283,1284,25
7,1431,1,1227,1471414,34208,2
3,1120,1,1602,2151385,35452,4
9,1332,1,2058,1060166,43039,2
6,1546,4,4901,676304,2025,2
8,1111,1,4501,2287913,46716,3
6,1427,1,1206,4314871,43201,2
7,1315,1,2163,2276840,40930,4
4,1137,1,1609,4238511,72,5
7,1533,1,1209,1117445,43118,1
6,2022,1,1223,535947,1250,3
4,1911,1,1139,187311,1212,4
3,1678,4,6603,165558,1687,4
5,1232,1,1010,200081,1160,2
5,1219,1,4445,350425,43285,10
5,1130,1,1432,2447546,1240,4
4,2024,1,1257,1177952,1278,5
3,1936,1,1166,833368,2425,35
6,1465,11,3912,4296890,43197,1
9,1629,1,1101,85135,1064,3
4,2267,6,3203,4320887,1212,5
8,1384,1,1114,94416,48417,5
5,1123,1,1446,2365804,1240,5
3,1123,1,1406,200834,3270,3
5,1347,1,1172,978904,2425,24
3,1635,1,1604,910259,36910,1
7,2034,1,1619,252596,31717,2
7,1657,4,6644,880350,33196,3
5,1334,1,2108,376699,32815,5
3,1463,1,4414,1190632,37058,10
3,1220,1,1220,619506,1284,10
8,1126,1,1042,894102,1150,1
8,1245,1,4415,484123,37058,4
5,1223,1,1159,184469,35651,7
8,2055,1,1054,4471852,1109,12
5,2012,1,2810,2394397,43147,2
8,2215,1,1704,38777,35144,5
7,1211,7,3319,37289,35144,2
7,1333,1,1029,45435,1160,4
4,2030,1,1164,208221,3919,4
7,1310,1,1179,102707,1238,2
4,2020,1,1201,2318841,46772,28
5,1126,1,1017,1206008,1150,2
5,1423,1,2830,4671048,31514,1
8,2644,1,4404,456002,43069,1
4,3221,1,1602,2181175,31298,2
5,2013,1,1218,2276271,3631,1
8,2644,1,1011,277193,46772,2
8,2015,1,1275,536160,1278,6
4,4040,1,2863,4618632,43064,2
9,4010,1,1247,4626868,35571,1
3,2044,1,1239,4432459,1284,5
9,1445,1,1144,128339,43202,1
5,1445,1,1154,328505,43220,2
7,1375,1,2106,2297886,31310,5
9,1259,6,3223,4629829,37360,15
3,1459,1,1117,147167,43202,3
9,1556,1,1109,155195,43118,4
9,1470,1,2107,1696122,35309,20
4,2214,1,1005,2025541,1146,1
7,3214,1,1613,569247,4280,4
3,1123,1,4417,201347,43069,2
7,1945,1,4160,4254877,43274,8
6,1116,1,1163,110258,1230,1
4,1117,1,1465,359072,1242,4
4,1245,1,1010,132146,1129,1
3,1245,1,1240,2499130,1278,13
5,1914,1,2157,240019,36576,10
4,2071,1,1208,2340963,1309,1
3,1533,1,2804,551409,43058,8
3,1462,1,5503,137588,35113,2
3,2237,1,1236,888300,1216,2
3,2034,1,2887,4338404,32302,5
8,2233,1,1214,8423811,41938,2
5,1615,1,1112,546161,1220,0
6,2057,1,2158,4222252,30575,10
6,1611,1,1253,951426,2233,4
3,1123,1,1041,1907497,3631,0
6,1419,1,1087,4364983,34292,1
4,4041,1,1155,8309447,1216,5
6,1212,1,1428,586824,1242,5
3,1629,1,1263,166088,1109,2
7,1478,4,4902,15881,43220,1
7,1332,1,2052,262157,43065,1
8,4041,1,1161,8148075,1238,3
6,1681,11,5713,3151356,34053,10
3,2083,4,6611,853763,31719,4
7,1138,1,1417,1853871,35651,6
8,1138,1,1441,1249878,1242,18
4,1636,1,1220,1001759,1240,2
4,1375,1,1001,881647,1160,1
5,1544,1,1235,789182,1232,2
5,1344,1,1207,668992,1284,10
7,1121,1,1415,2200860,1309,6
4,1177,4,6608,2259434,1250,12
9,2038,1,4411,269491,43069,6
7,2013,1,1236,4367269,1309,2
6,4046,1,2826,116747,43316,4
8,1342,1,1207,2249242,1238,8
5,1463,1,4415,4592509,43064,1
9,1556,1,1255,4709471,43200,3
7,3214,1,2136,721719,37361,5
6,1945,1,1266,919838,1182,2
5,1583,4,6626,51106,1212,6
4,1237,1,1270,733456,37210,1
9,1626,1,4534,1469733,35307,3
3,1618,1,1262,4376620,1220,2
5,1351,1,1270,4552095,1250,2
5,1546,1,1222,4503556,34053,17
7,1122,1,1059,604344,32802,2
9,1591,4,6634,798339,5000,40
3,1120,1,1609,4237522,35144,1
9,2055,1,1281,1417239,1240,4
8,1238,1,1101,103989,1278,6
6,1914,1,2166,456895,36576,10
7,2073,4,6624,2071294,1230,4
4,1332,1,1109,918425,1212,5
6,1351,1,2151,857115,31467,1
4,1936,1,1165,1463872,2425,60
4,1212,1,1436,176807,1064,1
9,2213,1,1211,794780,1182,6
3,3217,1,1607,1321432,4259,2
8,2034,1,1286,1160617,1212,2
9,1598,2,1562,8434995,31512,42
4,1155,4,6609,4511385,1232,4
4,1155,4,6602,2141560,1242,12
6,1629,1,2115,4400210,30532,4
3,1350,1,1223,1758630,1109,1
3,1153,1,1406,557381,1284,32
6,2018,1,1222,385703,1109,1
7,2013,1,1117,1793571,1238,2
7,1637,1,1236,276306,1220,1
9,1491,4,6607,1144180,43338,1
7,1217,1,1041,1701431,46772,5
7,1275,4,6618,4243828,1240,11
3,2057,1,1207,1453238,1250,3
8,1623,1,2835,1024258,43058,3
5,1914,1,2161,1865391,36690,10
8,4040,1,2165,1370353,35305,10
4,1119,1,1066,58960,73,1
3,1130,1,1420,322383,3270,0
8,3216,4,6602,2477612,1064,8
6,1618,1,1254,8918548,1278,5
4,3229,6,3203,4334341,33264,2
5,2239,1,1266,517812,1129,1
9,1583,4,6635,2448865,37058,19
6,1474,4,4908,4593220,43200,4
9,4040,1,5503,818593,32303,1
3,4049,1,1274,4645993,43203,5
8,2054,1,2826,3966484,37058,2
4,1124,1,1075,181605,4910,2
3,1383,4,6610,4331962,2025,3
4,2036,1,2819,360080,43058,4
8,2018,1,1221,1431020,1230,1
8,4051,1,4508,4681029,35453,3
9,4040,1,1016,2480325,34213,18
9,4049,1,1254,484841,46876,2
3,2014,1,1229,357699,1278,6
4,1122,1,1463,1616772,1284,5
4,1623,1,1135,1690282,1238,5
4,1310,1,2019,2068188,45112,2
6,2234,1,1139,692873,1220,1
3,1387,1,1204,1095932,1232,4
4,4037,1,2115,4208199,30572,4
4,1423,1,1219,2379101,34938,3
7,2211,1,1135,465822,1309,7
3,1911,1,2058,1424329,3718,3
9,1236,1,4421,85566,37058,14
6,1212,1,4414,4642499,37058,7
5,3217,1,1603,2345698,9217,6
5,1549,1,2815,4668629,30574,4
4,4010,1,5503,716281,32861,6
7,1331,1,2009,369407,45112,1
4,1632,1,2811,2417370,30572,3
4,2022,1,1206,540213,2233,3
9,2059,11,3924,900060,43058,20
3,2036,1,1120,510798,1284,3
9,1130,1,4419,1933167,35119,1
4,3213,1,1427,38911,1240,12
7,1350,1,1033,379730,1182,10
8,2217,1,1246,4295993,1129,2
3,2019,1,4403,1319409,43069,1
7,1223,1,1078,1325035,1182,0
6,1945,1,4154,259422,31471,1
7,1152,4,6615,701719,37005,21
5,2032,1,1057,241168,35727,18
7,1220,1,2117,1430776,36748,4
3,1220,1,1404,1254278,1242,12
3,1140,1,1207,1468302,31423,3
3,1436,11,3906,1048439,43231,23
9,2015,1,1202,1484576,1238,1
8,2055,1,2081,217586,37057,5
5,1470,1,5526,1265073,35131,9
5,2021,1,1229,3025316,1309,1
9,2230,1,1215,1443527,1284,10
3,1945,1,4161,4030134,43285,30
8,2234,1,1241,773416,6469,6
5,1127,1,1211,2417865,2233,1
9,22090,1,1202,333748,1238,4
5,1311,1,1259,92022,1150,2
5,1118,1,1242,16174,1212,3
4,2029,1,2025,1734716,43316,1
8,1116,1,1612,114784,4270,4
7,1311,1,1067,1048852,1160,1
5,1637,1,2833,2342327,31471,2
8,2017,1,2823,1854965,30532,3
4,2275,4,6625,4571480,1064,5
5,1622,1,4453,1341092,43084,1
4,1970,1,1004,2210164,4767,1
9,1463,1,1144,1067382,43118,2
3,1690,11,3905,1505854,1180,39
7,2234,1,2004,320543,5000,10
9,1220,1,4407,1650377,43069,2
5,1227,1,1613,2142141,35144,1
3,2214,1,1105,1764073,3270,10
8,1936,1,1160,4453220,47840,5
6,1123,1,1458,200989,41938,1
6,2044,1,2826,1452291,43064,2
8,1464,2,1517,42367,35148,15
7,1212,1,1016,255147,1109,2
8,2030,1,5008,1312765,72,5
8,1631,1,1255,4738877,1182,3
4,1631,1,1240,7713871,1240,3
5,1127,1,1409,2365394,1064,4
4,1936,1,2153,2035428,30532,7
8,1218,1,4402,16251,43066,2
9,1121,1,2808,1614128,36747,1
5,1312,1,2056,3176533,43064,1
4,1376,2,1507,2183880,49028,87
3,1633,1,1034,740942,1109,1
6,1310,1,2102,848880,30552,2
9,1110,7,3309,1293298,35307,2
7,2043,1,1259,737651,1250,3
8,1531,1,1261,4371618,34053,5
6,1439,1,1203,1142136,43209,1
5,1995,11,7706,2392661,43110,12
3,1259,6,3234,4491952,1039,2
4,1471,1,1617,1377596,3718,2
8,22362,1,2818,4643768,37058,1
7,1334,1,2108,921243,31512,2
8,1382,4,6616,22114,2025,5
9,1470,1,1164,2452214,43203,4
3,1122,1,1068,73196,73,0
4,2653,1,1054,45852,3144,24
7,1550,1,1104,4165081,36844,1
8,2264,1,1220,8047170,40450,2
8,1331,1,2106,784478,30532,1
4,24669,1,1212,2008589,43202,2
5,2013,1,2862,581262,30572,12
7,3213,1,1033,538009,1109,1
9,1122,1,1453,986669,1240,9
8,1626,1,4535,2063504,35307,9
7,1130,1,1023,334124,1146,2
4,1224,1,1617,55962,35141,6
3,3213,1,1206,49170,1232,4
9,2012,1,1061,1719410,31392,0
8,1472,4,4918,120361,43118,2
5,1956,1,2801,138276,30552,4
5,1419,1,1080,17337,37519,20
6,2014,1,1104,276918,1212,4
4,2016,1,1165,178081,41938,7
8,1223,1,1079,2251412,3631,1
9,1120,1,1204,174673,1278,5
7,2061,2,7250,65,43161,72
6,2018,1,2855,701763,30572,4
7,1628,1,1138,2325068,1220,1
3,1232,1,2105,200174,31310,5
7,1636,1,1215,1400018,1309,3
4,1556,1,5045,4164935,35132,2
9,1331,1,1211,371843,1146,1
4,1552,1,6505,35820,45111,3
8,1549,1,2811,31379,43316,1
8,22362,1,1245,109278,41938,2
5,1698,1,2002,985736,43285,18
7,1116,1,1606,2305387,323,3
7,1945,1,1280,829996,1240,8
7,1259,6,3231,24096,37057,8
5,1123,1,2124,1306956,36748,2
5,1222,1,2156,54060,30532,5
7,1112,1,2103,4191810,36746,2
3,2034,1,1052,253228,2233,1
9,1936,1,2823,1559322,43069,3
5,1310,1,5001,69860,34226,8
9,1118,1,1022,140594,1125,20
3,3214,1,4430,4359320,43067,1
7,2211,1,5007,2496880,35113,3
5,1126,1,1032,880946,1146,2
3,1911,1,2135,93463,31507,4
3,1243,1,2809,2016070,43058,3
6,1124,1,1126,181239,1212,1
3,1622,1,1063,487333,1150,3
4,4049,1,1032,70356,34206,2
4,2031,1,1208,4294033,1240,3
5,2017,1,4403,132847,35119,1
4,2030,1,1172,207858,42434,5
5,2229,1,1126,315203,1238,2
8,1636,1,2805,1222306,34226,2
8,1439,1,2812,4242209,35305,15
7,1351,1,2141,1295645,34056,4
9,1337,1,4502,4689142,1250,1
9,1126,1,1402,1050639,1242,1
3,1453,1,1609,77715,32864,3
7,2057,1,5002,136998,31717,3
9,2263,1,1032,359888,1109,8
8,1472,4,4915,1572500,43210,15
9,1245,1,1122,4255976,1278,1
4,23719,1,2814,4418049,43033,20
6,2237,1,1010,1754777,46772,7
5,1310,1,1261,2026499,1250,3
7,2264,1,1229,4433745,1125,3
6,1123,1,1608,4448256,303,6
4,1333,1,2126,1887188,36598,5
8,1223,1,1052,194993,1125,11
9,1220,1,1222,1264325,1232,2
3,2032,1,1252,240807,2425,18
5,2034,1,1231,1488290,1125,3
8,4064,2,1525,146869,34785,13
5,1227,1,2119,78462,30549,2
7,2077,4,6601,4221870,34053,10
3,2019,1,1203,4560456,1240,6
7,1385,4,6614,1886702,1240,3
8,1220,1,1409,1709323,48417,4
3,4051,1,2107,755625,30555,2
3,2013,1,1225,1024478,31423,1
4,1333,1,2020,554321,45111,2
4,1123,1,1464,339471,1242,10
9,1315,1,2160,97500,30532,2
7,2012,1,1163,941183,1220,1
3,22362,1,4412,107783,43084,5
9,2215,1,2809,4601198,30531,4
5,1636,1,1205,4222495,1182,6
3,1531,1,1263,1407503,42237,1
7,1556,1,2815,155158,31586,4
8,1912,1,1125,2238944,1284,33
4,25699,1,1205,985235,34054,5
6,1971,1,1101,2171020,46130,3
9,1218,1,1204,1635209,1109,6
4,1245,1,1213,4368188,1240,1
7,1237,1,1002,484056,31307,2
3,2217,1,1231,330018,1250,4
5,1912,1,1101,62485,1240,11
7,1533,1,1210,772202,43231,2
8,1672,4,6614,1627978,1250,3
9,1614,1,2810,277394,43064,1
4,1415,1,4412,7821161,31586,2
4,1349,1,2021,830954,35113,3
3,1118,1,1012,47778,1160,2
6,1554,1,1104,2212413,34054,24
4,2235,1,1207,4508849,1240,3
8,2222,1,5001,304323,30214,4
8,2222,1,1208,1007840,2233,1
3,1338,1,2002,4342651,43147,8
9,2015,1,1216,2344362,1284,3
7,1236,1,1238,684855,1216,4
4,1117,1,1065,981033,4767,12
4,1366,1,1155,1125248,1216,1
6,2022,1,1106,150433,1216,6
7,4040,1,5508,231636,43000,3
7,3215,1,4451,993013,32861,4
9,1477,4,4713,1547866,35309,15
6,1338,1,1001,119061,2233,4
5,1213,1,1227,2193432,1284,1
4,4037,1,1162,2409794,43118,4
3,1340,1,1166,252117,1242,2
4,2054,1,2823,1045354,43065,0
5,1351,11,3908,2303578,1700,51
3,2022,1,1201,1332245,1284,6
9,1222,1,4442,4630150,37581,2
4,1462,1,2807,4600823,45111,5
5,2214,1,2809,8289600,30571,3
5,1427,1,1102,4578348,43207,5
7,1118,1,1409,81675,1220,3
4,1453,1,2032,11796,43316,4
4,1124,1,1626,184088,4259,3
6,1334,1,1008,376952,2233,3
7,3214,1,4447,596628,43069,10
8,1971,1,1101,587502,5052,8
8,1118,1,1003,439359,1125,6
8,1123,1,1006,201059,2665,6
7,3219,1,1648,4219170,35452,4
8,1339,1,1213,143460,1242,1
3,2263,1,1028,464283,1146,1
7,1556,1,1257,4569472,34054,3
8,1331,1,1105,195676,1230,5
3,2220,1,4422,312892,5376,10
9,1954,1,1202,566321,1242,12
3,2234,1,1236,8273328,1182,9
9,22362,1,1160,458357,1278,24
8,2021,1,2822,203350,37058,3
5,1453,1,1603,2036919,45111,5
5,1530,1,5502,2394131,32872,34
5,1441,1,2151,231247,30572,11
4,1348,1,2803,2479759,30572,5
3,1223,1,2165,407075,31310,3
7,2045,1,1262,4533809,2233,3
6,22090,1,1214,1655251,1220,4
6,1611,1,1265,4666695,1146,2
8,2055,1,2129,999543,3894,2
3,25759,1,5506,47683,30415,3
5,1123,1,1409,906776,1212,2
3,1344,1,2007,407836,43069,4
5,1470,1,1040,7876585,34292,1
4,1618,1,2875,503485,30572,8
8,1633,1,1122,1991742,1278,8
3,1338,1,2010,204526,43285,10
7,1613,1,2142,4576328,32940,3
3,2032,1,1063,2117395,1146,1
3,2012,1,1164,1073412,1278,2
5,2018,1,1220,1078146,1284,9
4,2263,1,2803,2119448,5000,6
9,1441,1,4451,1184700,43147,2
4,2020,1,1218,4702919,46772,9
9,2016,1,1315,247020,2233,1
3,1910,11,3913,1012675,43058,5
9,22560,1,2024,4704264,5000,30
9,1625,1,1264,1386384,1284,5
5,4049,1,1033,294373,34264,2
8,1126,1,1207,558079,1240,6
8,1338,1,2104,199014,31471,0
3,1549,1,2813,1449504,31309,2
9,1602,1,1210,4644185,1216,1
9,1138,1,4405,4367886,37058,10
8,2037,1,1204,829225,1250,2
9,1139,7,3323,2195377,30531,1
8,2647,11,3959,4687526,1146,3
9,1377,4,6607,928820,3270,5
6,25759,1,1130,2203035,34053,37
3,1423,1,2117,1031315,31310,10
3,1215,1,4405,197397,37058,4
6,1470,1,2019,4715499,43069,4
5,1330,1,1151,361079,1309,3
3,2071,1,1053,224277,1150,1
9,1998,1,2165,1883171,31507,3
8,1963,1,1201,4355338,3631,1
8,2235,1,1215,570012,1125,10
8,2044,1,4414,4070998,43064,1
5,1111,1,1633,74492,325,2
6,2032,1,1156,4478770,1309,3
5,1239,1,1125,534163,1250,8
7,1614,1,1210,367720,1240,3
8,1613,1,1245,1000889,48417,1
4,1124,1,1078,2187642,73,4
5,1463,1,1270,69825,34213,9
8,1945,1,1163,258732,1212,4
9,1657,4,6650,4679141,1216,7
5,1611,1,1260,1302057,1284,14
6,1636,1,1213,7805053,1242,7
3,2021,1,1211,224311,41938,2
8,1236,1,1227,438527,47840,1
7,1112,1,2107,492888,35309,12
6,1493,4,4710,2410835,30572,15
8,1472,4,4901,1165666,32303,8
5,1310,1,1160,8232433,35651,5
4,1153,1,1405,4564274,3919,5
3,1312,1,5003,69098,44371,0
5,1911,1,2810,1150309,43274,2
9,1146,4,6601,1965767,1144,4
5,1227,1,1116,33643,1240,25
4,1445,1,1142,127346,43209,2
4,1130,1,1612,2147366,35144,2
3,1344,1,2102,4633742,43058,14
6,1611,1,1001,201722,2233,5
6,3211,1,1640,2373336,4259,6
3,2014,1,2821,390498,43064,2
4,1612,1,4422,489202,43316,2
5,2015,1,2855,4411495,43065,2
5,2240,1,1214,1136048,42110,2
8,4040,1,1003,460711,35571,3
3,1113,1,1412,4306038,35651,15
8,1126,1,1402,1268975,1278,23
5,1419,1,1282,1494803,37519,1
5,1453,1,2812,431285,30572,1
4,22560,1,2021,4512646,5380,8
5,1332,1,1110,5969772,1242,1
6,1311,1,2804,4524051,43285,10
